Now loading data using DB:  etcd
core
Using request distribution 'uniform' a keyrange of [0 99999]
***************** properties *****************
"measurementtype"="raw"
"command"="run"
"workload"="core"
"scanproportion"="0"
"threadcount"="8"
"dotransactions"="true"
"insertproportion"="0"
"readproportion"="0.5"
"operationcount"="50000"
"requestdistribution"="uniform"
"docollectingdata"="false"
"etcd.dial_timeout"="10s"
"updateproportion"="0.5"
"etcd.endpoints"="192.168.37.15:2379"
"recordcount"="100000"
"readallfields"="true"
**********************************************
**********************************************
Run finished, takes 9m10.150120668s
operation,timestamp_us,latency_us
READ,1716265709283552,117609
READ,1716265709343530,116062
READ,1716265709342305,117356
READ,1716265709343349,116337
READ,1716265709401088,117454
READ,1716265709402933,115621
READ,1716265709460599,116539
READ,1716265709459693,117513
READ,1716265709518565,117250
READ,1716265709519755,116109
READ,1716265709518847,117019
READ,1716265709518557,117350
READ,1716265709579690,115221
READ,1716265709577151,117883
READ,1716265709635876,117861
READ,1716265709636527,117210
READ,1716265709637617,116140
READ,1716265709635876,117937
READ,1716265709695560,117143
READ,1716265709753769,117785
READ,1716265709753751,117807
READ,1716265709812715,117423
READ,1716265709814159,116092
READ,1716265709813507,116816
READ,1716265709873509,115316
READ,1716265709930151,117163
READ,1716265709933256,114159
READ,1716265709931091,116349
READ,1716265709930877,116614
READ,1716265709930333,117244
READ,1716265709988837,117303
READ,1716265709992532,113652
READ,1716265710047426,117503
READ,1716265710108323,115185
READ,1716265710107106,116430
READ,1716265710106196,117374
READ,1716265710106931,116664
